InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Category,Season,BasePrice,CompetitorPrice,PriceChangeFreq,PriceStdDev,PriceRange,DemandIndicator,NumRivals,PriceSyncScore,ReactivePricingFlag,SearchDuration,PurchaseDelay,NumSearches,ADPExposure,DidPurchase,MitigationApplied,PriceMatchingFlag,VolatilityScore,TrustScore,CollusionFlag
INV503076,21212,PACK OF 72 RETROSPOT CAKE CASES,25,2010-12-24 10:26,3.0,C17067,United Kingdom,kitchen,winter,2.1,2.92,3,0.214,0.966,1.691,5,0.38,1,6.9,4.6,3,6,0,0,0,0.4087,2.2866,0
INV503077,22114,HOT WATER BOTTLE TEA AND SYMPATHY,12,2011-05-27 19:57,5.59,C15774,United Kingdom,clothing,spring,4.65,5.78,2,0.66,3.594,1.314,2,0.893,1,,3.4,2,13,1,0,0,0.4041,2.1679,0
INV503078,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2011-05-02 12:34,3.77,C16020,United Kingdom,clothing,spring,3.39,3.9,2,1.103,4.846,0.959,1,0.321,1,2.8,1.1,2,10,0,0,0,0.4967,2.0579,1
INV503079,23170,CERAMIC BOWL WITH POLKADOT DESIGN,6,2009-12-13 11:17,3.95,C16356,United Kingdom,kitchen,winter,3.75,3.67,3,0.194,0.637,1.474,8,0.348,0,17.7,0.9,2,6,0,0,0,0.2786,1.9382,0
INV503080,84406B,CREAM CUPID HEARTS COAT HANGER,3,2011-04-15 10:44,2.93,C17761,United Kingdom,home_decor,spring,2.75,2.96,5,0.379,1.242,1.016,1,0.538,1,8.5,1.5,3,8,0,0,1,0.4652,1.2849,1
INV503081,21212,PACK OF 72 RETROSPOT CAKE CASES,30,2010-02-14 13:30,1.93,C18186,United Kingdom,kitchen,winter,2.1,1.74,1,0.51,2.361,0.889,5,0.219,0,4.1,4.3,5,7,0,0,0,0.3099,2.5903,0
INV503082,23170,CERAMIC BOWL WITH POLKADOT DESIGN,20,2011-08-07 11:47,4.24,C14208,United Kingdom,kitchen,summer,3.75,4.51,3,0.484,2.191,1.386,5,0.311,0,10.8,15.8,1,9,0,0,0,0.4806,1.949,0
INV503083,22633,HAND WARMER UNION JACK,5,2011-05-30 13:47,2.15,C12202,United Kingdom,clothing,spring,1.85,2.03,1,0.303,1.283,0.759,3,0.613,0,4.5,0.2,1,12,0,0,0,0.4072,2.4734,0
INV503084,85099B,JUMBO BAG RED RETROSPOT,1,2011-01-12 10:28,2.37,C12238,United Kingdom,bags,winter,2.08,2.16,7,0.471,1.712,0.687,5,0.698,0,12.1,0.9,1,19,0,1,0,0.3749,1.7435,1
INV503085,84879,ASSORTED COLOUR BIRD ORNAMENT,23,2011-10-03 12:30,2.5,C12844,United Kingdom,home_decor,autumn,1.69,2.59,5,0.408,2.015,1.421,3,0.52,1,7.8,1.2,3,13,1,0,1,0.5429,2.3699,0
INV503086,22423,REGENCY CAKESTAND 3 TIER,2,2009-12-21 16:58,15.59,C18256,United Kingdom,kitchen,winter,12.75,15.63,3,1.171,4.223,1.739,4,0.184,1,9.3,0.8,1,8,1,1,0,0.2837,3.6984,0
INV503087,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-10-20 11:46,2.7,C16125,Netherlands,home_decor,autumn,1.69,2.6,9,0.505,2.111,1.538,6,0.564,1,6.1,5.9,2,14,1,1,0,0.4636,1.7759,0
INV503088,22384,LUNCH BAG PINK POLKADOT,10,2010-05-20 12:00,1.73,C12481,France,bags,spring,1.65,1.79,2,0.144,0.671,1.364,5,,1,2.8,4.0,5,3,1,0,1,0.297,2.3,1
INV503089,85099B,JUMBO BAG RED RETROSPOT,1,2011-07-05 10:22,2.49,C15265,United Kingdom,bags,summer,2.08,3.06,0,0.518,2.494,1.058,6,0.634,0,2.8,0.3,2,36,1,1,0,0.429,2.02,1
INV503090,23084,RABBIT NIGHT LIGHT,4,2010-02-18 13:30,1.58,C15481,United Kingdom,home_decor,winter,1.65,1.64,3,0.106,0.342,0.781,1,0.323,0,,3.2,6,8,1,0,1,0.189,1.8135,1
INV503091,22752,SET 7 BABUSHKA NESTING BOXES,9,2010-10-03 14:08,10.13,C14478,Belgium,toys,autumn,7.65,9.54,4,1.761,6.708,1.436,2,0.469,0,10.0,1.8,3,13,1,1,0,0.5116,1.9134,0
INV503092,47566,PARTY BUNTING,24,2011-03-19 13:33,5.93,C16804,United Kingdom,seasonal,spring,4.95,5.9,2,1.437,7.746,1.091,5,0.28,1,6.0,1.9,2,22,1,0,1,0.5344,1.9588,0
INV503093,22457,NATURAL SLATE HEART CHALKBOARD,2,2010-04-12 16:11,1.08,C18057,United Kingdom,home_decor,spring,1.06,0.85,2,0.089,0.385,0.883,6,0.574,0,5.7,0.3,1,35,0,0,0,0.2727,3.2619,0
INV503094,22457,NATURAL SLATE HEART CHALKBOARD,17,2010-07-26 12:23,1.22,C12557,United Kingdom,home_decor,summer,1.06,1.41,1,0.247,0.665,1.05,8,0.261,0,5.1,4.9,2,15,1,0,1,0.2721,2.224,0
INV503095,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-08-31 08:52,1.64,C14869,United Kingdom,home_decor,summer,1.69,1.81,1,0.363,1.434,0.72,3,0.28,0,12.0,0.7,6,27,1,0,1,0.3786,2.0799,0
INV503096,23084,RABBIT NIGHT LIGHT,14,2010-01-22 14:59,1.81,C15787,United Kingdom,home_decor,winter,1.65,1.89,4,0.316,1.707,0.908,5,0.39,1,5.9,4.7,5,7,1,1,1,0.3559,2.228,1
INV503097,22384,LUNCH BAG PINK POLKADOT,5,2009-12-05 11:31,1.75,C17112,United Kingdom,bags,winter,1.65,1.13,6,0.326,1.604,1.412,7,0.114,0,13.0,1.2,6,21,0,0,1,0.3804,1.9763,0
INV503098,22384,LUNCH BAG PINK POLKADOT,3,2011-01-21 14:55,1.78,C15916,United Kingdom,bags,winter,1.65,1.47,0,0.321,1.336,0.671,7,0.223,0,19.5,1.5,3,8,1,0,1,0.3163,1.8742,0
INV503099,23298,SPOTTY BUNTING,24,2010-08-24 11:25,5.31,C14324,United Kingdom,seasonal,summer,4.95,4.44,6,1.484,6.676,1.108,4,0.267,0,16.9,1.8,6,14,0,1,1,0.5279,1.5785,0
INV503100,20725,LUNCH BAG RED RETROSPOT,2,2011-06-13 09:32,2.43,C13079,United Kingdom,bags,summer,1.65,2.64,4,0.184,0.696,0.999,7,0.458,0,10.3,1.4,5,6,1,0,0,0.3563,2.0182,1
INV503101,85099B,JUMBO BAG RED RETROSPOT,2,2011-11-09 14:29,2.52,C14093,United Kingdom,bags,autumn,2.08,2.31,5,0.326,1.349,1.267,8,0.497,0,5.9,0.3,2,7,0,1,0,0.4916,1.4207,1
INV503102,22457,NATURAL SLATE HEART CHALKBOARD,1,2009-12-30 15:11,1.27,C18154,United Kingdom,home_decor,winter,1.06,1.22,6,0.271,1.487,1.656,2,0.382,1,6.9,0.4,6,5,1,0,0,0.3778,2.3484,1
INV503103,22114,HOT WATER BOTTLE TEA AND SYMPATHY,2,2010-07-17 08:19,5.33,C15267,United Kingdom,clothing,summer,4.65,5.36,1,1.455,7.848,0.997,1,0.407,1,2.9,0.3,1,4,1,0,0,0.3952,2.9028,0
INV503104,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-01-16 11:39,2.54,C17923,United Kingdom,home_decor,winter,2.55,2.46,2,0.544,2.61,0.588,5,0.273,1,,1.5,2,12,1,0,0,0.2856,2.4973,0
INV503105,85099B,JUMBO BAG RED RETROSPOT,26,2010-09-24 09:37,2.11,C14467,United Kingdom,bags,autumn,2.08,2.31,6,0.251,0.791,1.238,4,0.088,0,,6.2,2,12,1,0,0,0.3768,1.8173,0
INV503106,47566,PARTY BUNTING,5,2010-12-31 09:53,7.11,C16700,United Kingdom,seasonal,winter,4.95,6.64,5,1.3,5.378,1.976,2,0.354,0,14.3,0.7,9,21,0,0,0,0.4915,1.3901,1
INV503107,20727,LUNCH BAG BLACK SKULL,24,2011-11-27 15:49,2.63,C18255,Germany,bags,autumn,1.65,2.7,1,0.617,3.174,1.921,2,0.24,1,3.5,1.3,1,19,1,0,0,0.4671,2.5214,0
INV503108,22111,SCOTTIE DOG HOT WATER BOTTLE,7,2011-09-01 13:28,5.41,C13181,United Kingdom,clothing,autumn,4.65,4.97,3,0.552,3.023,1.034,3,0.466,0,8.3,0.6,1,18,1,0,0,0.3978,2.4819,0
INV503109,22384,LUNCH BAG PINK POLKADOT,24,2011-09-05 16:45,2.22,C12969,United Kingdom,bags,autumn,1.65,2.16,10,0.172,0.757,1.283,7,0.158,1,5.5,6.2,4,17,1,1,0,0.4739,1.9401,1
INV503110,22960,JAM MAKING SET WITH JARS,4,2011-02-25 12:44,5.03,C12271,Belgium,kitchen,winter,4.25,5.52,5,0.94,3.894,0.774,8,0.734,0,19.9,1.3,7,5,0,0,0,0.3998,1.0,0
INV503111,22423,REGENCY CAKESTAND 3 TIER,4,2009-12-18 15:56,14.75,C14905,United Kingdom,kitchen,winter,12.75,14.26,6,1.75,7.928,1.495,5,0.0,1,21.7,1.3,1,11,1,0,1,0.3314,2.0967,0
INV503112,20725,LUNCH BAG RED RETROSPOT,3,2010-08-07 11:26,1.86,C17843,United Kingdom,bags,summer,1.65,2.31,3,0.501,2.12,1.092,7,0.065,0,1.7,0.5,1,8,1,0,0,0.4754,2.6248,0
INV503113,84406B,CREAM CUPID HEARTS COAT HANGER,10,2010-04-22 11:10,2.92,C12629,United Kingdom,home_decor,spring,2.75,2.84,3,0.391,1.528,0.967,3,0.507,1,3.4,0.7,1,14,0,0,0,0.263,2.7459,0
INV503114,22086,PAPER CHAIN KIT 50S CHRISTMAS,1,2011-06-28 13:51,3.62,C13204,United Kingdom,seasonal,summer,2.95,3.07,0,0.884,4.267,0.992,3,0.689,0,7.5,0.3,1,15,0,0,0,0.3569,1.706,0
INV503115,20725,LUNCH BAG RED RETROSPOT,2,2009-12-15 13:52,1.71,C12653,United Kingdom,bags,winter,1.65,1.54,2,0.19,0.967,1.262,4,0.182,0,,2.9,2,7,0,0,0,0.339,1.8767,0
INV503116,21730,GLASS STAR FROSTED T-LIGHT HOLDER,13,2011-07-25 12:29,5.04,C13156,United Kingdom,home_decor,summer,4.25,6.35,3,0.877,4.002,0.986,6,0.344,0,11.1,1.4,3,21,0,0,0,0.4441,2.2422,0
INV503117,23084,RABBIT NIGHT LIGHT,5,2010-10-31 13:28,1.97,C17501,United Kingdom,home_decor,autumn,1.65,1.92,7,0.438,1.181,1.105,4,0.434,1,,0.7,2,21,1,0,0,0.4519,1.6596,0
INV503118,22632,HAND WARMER RED POLKA DOT,1,2011-07-10 12:35,2.12,C17412,Germany,clothing,summer,1.85,1.94,2,0.574,2.075,0.971,4,0.079,0,6.9,2.0,2,8,1,0,0,0.4716,1.9403,1
INV503119,21730,GLASS STAR FROSTED T-LIGHT HOLDER,23,2010-12-21 10:34,6.05,C18398,United Kingdom,home_decor,winter,4.25,4.86,10,1.174,5.261,1.762,3,0.293,0,3.7,1.5,5,9,1,0,0,0.4566,1.7262,0
INV503120,47566,PARTY BUNTING,21,2010-06-05 11:48,5.6,C16886,United Kingdom,seasonal,summer,4.95,5.74,4,1.096,5.376,1.096,1,0.392,0,5.6,2.2,1,13,0,0,0,0.5101,1.9162,1
INV503121,22086,PAPER CHAIN KIT 50S CHRISTMAS,3,2010-03-04 14:50,2.88,C12778,United Kingdom,seasonal,spring,2.95,2.83,2,0.775,3.729,0.81,1,0.345,1,,0.4,5,12,1,1,0,0.4866,1.9213,0
INV503122,22384,LUNCH BAG PINK POLKADOT,6,2010-11-10 12:44,1.84,C13300,United Kingdom,bags,autumn,1.65,1.72,4,0.201,0.977,1.043,7,0.358,0,8.3,0.7,3,19,0,1,0,0.4241,2.6846,0
INV503123,85099B,JUMBO BAG RED RETROSPOT,32,2011-06-22 09:18,3.21,C15425,United Kingdom,bags,summer,2.08,3.26,7,0.141,0.355,1.604,1,0.233,1,9.1,2.2,1,11,1,0,1,0.4129,1.7872,0
INV503124,84029E,RED WOOLLY HOTTIE WHITE HEART,12,2010-10-17 12:38,3.33,C13061,United Kingdom,clothing,autumn,3.39,3.33,1,0.452,1.263,1.17,2,0.297,1,5.7,4.4,2,13,1,0,0,0.3205,2.3805,1
INV503125,22752,SET 7 BABUSHKA NESTING BOXES,12,2010-04-15 09:28,7.18,C13175,United Kingdom,toys,spring,7.65,6.59,1,1.47,3.744,0.987,6,0.332,0,4.3,3.1,2,13,1,0,0,0.3783,2.0231,0
INV503126,20725,LUNCH BAG RED RETROSPOT,11,2011-08-13 09:22,2.05,C12181,United Kingdom,bags,summer,1.65,2.21,1,0.148,0.5,0.892,5,0.505,0,12.5,2.0,6,11,1,1,1,0.2528,1.9553,1
INV503127,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,15,2011-01-25 14:10,3.47,C15925,United Kingdom,clothing,winter,3.39,3.6,1,0.301,1.181,0.729,3,0.768,1,3.3,0.1,1,8,1,1,0,0.3263,3.163,0
INV503128,22632,HAND WARMER RED POLKA DOT,2,2010-02-04 08:15,1.79,C14422,United Kingdom,clothing,winter,1.85,1.84,3,0.233,0.897,1.004,4,0.428,1,10.6,1.1,4,5,1,1,0,0.3348,2.416,1
INV503129,23298,SPOTTY BUNTING,8,2011-06-01 14:34,5.66,C17815,United Kingdom,seasonal,summer,4.95,5.4,1,1.51,7.411,0.829,2,0.263,1,14.2,0.6,2,10,1,0,0,0.5057,2.0863,1
INV503130,22752,SET 7 BABUSHKA NESTING BOXES,5,2010-03-14 13:32,8.32,C14838,United Kingdom,toys,spring,7.65,8.67,2,1.496,7.127,0.987,1,0.509,1,15.7,4.3,5,32,1,0,0,0.4489,1.489,1
INV503131,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2011-03-08 10:54,4.78,C15317,United Kingdom,home_decor,spring,4.25,4.51,4,0.887,3.539,0.959,4,0.241,0,,0.4,3,8,1,0,0,0.4611,2.0555,0
INV503132,21174,CABINET WITH FAIRY DOORS,17,2010-11-30 16:17,12.22,C12447,United Kingdom,home_decor,autumn,9.95,10.54,2,1.709,6.807,1.409,4,0.27,0,18.9,1.9,4,4,0,1,0,0.3151,1.7085,0
INV503133,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2010-12-08 10:36,4.38,C15469,United Kingdom,clothing,winter,3.39,3.5,8,0.452,1.849,1.701,7,0.138,0,16.5,3.8,7,6,1,1,0,0.3413,1.9664,1
INV503134,22632,HAND WARMER RED POLKA DOT,4,2011-08-18 17:27,1.9,C18256,United Kingdom,clothing,summer,1.85,2.13,4,0.526,2.074,0.834,6,0.227,0,4.1,0.7,7,2,0,0,1,0.4617,1.8245,0
INV503135,23084,RABBIT NIGHT LIGHT,20,2011-10-27 11:28,2.31,C13892,United Kingdom,home_decor,autumn,1.65,2.55,4,0.358,1.659,1.623,3,0.213,0,6.5,0.9,2,10,1,0,0,0.4075,2.3447,0
INV503136,85099B,JUMBO BAG RED RETROSPOT,3,2011-11-13 13:31,2.51,C17113,United Kingdom,bags,autumn,2.08,2.45,5,0.2,0.991,1.167,3,0.591,1,8.5,1.9,4,4,0,1,0,0.4229,1.7742,1
INV503137,85123A,WHITE HANGING HEART T-LIGHT HOLDER,17,2009-12-22 12:08,3.04,C12135,United Kingdom,home_decor,winter,2.55,3.12,3,0.642,1.755,1.609,4,0.016,1,7.1,2.7,3,6,1,0,0,0.3346,2.0034,0
INV503138,71053,WHITE METAL LANTERN,15,2010-05-15 09:56,3.58,C12290,United Kingdom,home_decor,spring,3.39,3.61,2,0.216,0.817,0.83,2,0.76,1,7.0,1.1,1,14,1,0,0,0.338,2.9984,1
INV503139,22086,PAPER CHAIN KIT 50S CHRISTMAS,1,2011-04-20 11:40,3.49,C17653,United Kingdom,seasonal,spring,2.95,2.91,0,0.804,3.936,0.699,5,0.198,0,35.4,3.6,4,3,1,0,0,0.422,1.3345,1
INV503140,85099B,JUMBO BAG RED RETROSPOT,12,2011-10-12 14:25,2.54,C16620,United Kingdom,bags,autumn,2.08,2.39,1,0.735,3.781,1.165,5,0.451,0,19.0,1.1,7,7,1,1,1,0.5532,1.2492,0
INV503141,71053,WHITE METAL LANTERN,3,2010-07-20 09:34,3.61,C13367,United Kingdom,home_decor,summer,3.39,3.4,5,0.402,2.095,0.906,7,0.309,1,7.9,0.7,6,19,1,1,0,0.3906,1.9101,0
INV503142,22383,LUNCH BAG SUKI DESIGN,15,2010-09-18 09:54,2.2,C15616,United Kingdom,bags,autumn,1.65,2.18,5,0.181,0.758,1.4,2,0.429,1,6.1,0.5,4,2,1,1,1,0.3648,1.8751,0
INV503143,22633,HAND WARMER UNION JACK,17,2010-12-18 13:43,2.95,C12760,United Kingdom,clothing,winter,1.85,3.21,8,0.408,1.31,2.232,2,0.108,0,4.6,1.9,2,13,1,1,0,0.3871,2.1591,1
INV503144,22383,LUNCH BAG SUKI DESIGN,10,2010-02-22 13:44,1.55,C18238,United Kingdom,bags,winter,1.65,1.6,10,0.467,1.676,0.684,1,0.53,1,8.1,0.4,1,16,1,0,0,0.4205,2.7301,0
INV503145,22384,LUNCH BAG PINK POLKADOT,7,2010-10-22 13:46,1.96,C13548,United Kingdom,bags,autumn,1.65,1.93,2,0.487,1.297,1.163,5,0.456,1,10.1,1.6,6,6,1,0,0,0.4534,1.927,0
INV503146,21928,JUMBO STORAGE BAG SUKI,1,2010-07-20 15:21,2.0,C16220,United Kingdom,bags,summer,2.08,1.79,7,0.38,1.955,0.925,8,0.296,0,35.3,2.4,7,7,1,1,1,0.432,1.52,0
INV503147,22111,SCOTTIE DOG HOT WATER BOTTLE,4,2011-05-06 09:31,5.13,C15132,United Kingdom,clothing,spring,4.65,5.43,2,1.288,6.869,1.096,3,0.736,1,4.8,3.2,1,7,1,0,0,0.4585,2.0657,1
INV503148,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,2,2010-12-19 13:43,2.65,C18108,United Kingdom,kitchen,winter,2.1,2.76,4,0.708,2.425,1.278,6,0.047,1,10.3,0.6,2,3,1,0,1,0.375,2.0356,0
INV503149,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2010-04-09 13:39,2.82,C16750,Spain,home_decor,spring,2.55,2.34,2,0.759,1.953,1.057,8,0.47,0,,0.4,4,26,1,1,1,0.3974,3.0081,0
INV503150,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2011-07-20 11:08,4.35,C17877,United Kingdom,clothing,summer,3.39,4.32,3,0.679,2.104,1.054,8,0.339,1,8.3,0.4,6,11,1,0,1,0.4529,1.8789,0
INV503151,22086,PAPER CHAIN KIT 50S CHRISTMAS,1,2010-05-17 09:24,2.79,C18105,United Kingdom,seasonal,spring,2.95,3.41,2,0.865,3.114,0.785,5,0.509,0,1.1,0.5,2,21,0,1,0,0.4597,2.5674,1
INV503152,22114,HOT WATER BOTTLE TEA AND SYMPATHY,1,2011-09-18 10:49,5.21,C15483,United Kingdom,clothing,autumn,4.65,5.24,1,1.132,3.209,1.035,5,0.418,1,8.9,1.0,2,14,1,0,0,0.4635,2.0543,0
INV503153,23084,RABBIT NIGHT LIGHT,14,2009-12-02 13:20,1.93,C17483,United Kingdom,home_decor,winter,1.65,,5,0.22,0.618,1.744,1,0.423,1,17.2,2.9,5,18,1,0,1,0.3638,2.2609,1
INV503154,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2010-05-21 10:10,4.83,C15323,United Kingdom,home_decor,spring,4.25,5.3,2,0.317,0.835,1.07,3,0.639,0,17.1,2.7,5,5,1,1,0,0.2687,1.7457,1
INV503155,20725,LUNCH BAG RED RETROSPOT,1,2010-11-21 10:00,2.26,C18179,United Kingdom,bags,autumn,1.65,2.41,4,0.32,1.234,1.447,5,0.257,0,3.9,1.1,2,7,0,1,1,0.3802,2.4938,0
INV503156,85099B,JUMBO BAG RED RETROSPOT,15,2010-08-04 16:19,2.19,C12530,United Kingdom,bags,summer,2.08,2.21,1,0.511,2.598,0.92,7,0.027,1,10.5,2.3,2,11,1,0,1,0.3349,2.5028,0
INV503157,22423,REGENCY CAKESTAND 3 TIER,1,2011-07-18 12:20,13.97,C17361,France,kitchen,summer,12.75,13.66,4,1.08,3.785,0.76,7,0.33,1,13.5,0.9,1,8,0,0,0,0.4008,1.7638,0
INV503158,22383,LUNCH BAG SUKI DESIGN,3,2010-11-21 11:15,2.01,C14520,United Kingdom,bags,autumn,1.65,2.08,3,0.162,0.667,1.351,8,0.243,1,2.3,3.3,1,21,1,1,0,0.3401,2.7119,0
INV503159,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2010-01-02 15:16,2.42,C17357,United Kingdom,home_decor,winter,2.55,2.58,1,0.519,1.793,0.708,7,0.275,0,13.3,1.4,4,9,1,0,1,0.2728,2.0933,0
INV503160,84406B,CREAM CUPID HEARTS COAT HANGER,8,2011-07-04 12:56,3.23,C14311,Spain,home_decor,summer,2.75,3.24,1,0.493,1.456,0.96,3,0.33,1,3.5,0.4,1,13,1,0,0,0.3636,2.9153,0
INV503161,23084,RABBIT NIGHT LIGHT,5,2009-12-09 15:57,1.61,C15882,EIRE,home_decor,winter,1.65,1.66,5,0.318,1.435,1.226,7,0.116,0,11.0,6.2,1,9,0,0,0,0.257,2.2065,0
INV503162,22752,SET 7 BABUSHKA NESTING BOXES,4,2010-07-05 13:06,7.55,C17991,United Kingdom,toys,summer,7.65,9.41,2,1.635,6.024,0.94,8,0.351,0,19.2,0.6,5,5,0,0,0,0.3854,1.7135,0
INV503163,47566,PARTY BUNTING,7,2011-06-04 12:04,5.81,C16173,United Kingdom,seasonal,summer,4.95,5.55,3,0.796,2.291,0.678,2,0.259,1,3.4,1.2,3,9,1,1,0,0.4972,2.9083,1
INV503164,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,2,2010-05-22 10:01,2.1,C13462,United Kingdom,kitchen,spring,2.1,2.02,2,0.224,1.107,0.943,2,0.757,1,3.5,0.8,2,5,1,0,1,0.3419,2.7135,1
INV503165,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,2,2011-07-26 12:34,2.81,C15003,United Kingdom,kitchen,summer,2.1,3.41,5,0.342,1.684,0.99,8,0.384,0,13.1,4.6,3,7,1,0,0,0.4389,1.2111,0
INV503166,85099B,JUMBO BAG RED RETROSPOT,1,2010-11-04 12:06,2.78,C18071,United Kingdom,bags,autumn,2.08,2.76,2,0.453,1.198,1.554,8,0.131,1,11.6,2.1,3,17,1,1,0,0.3687,2.6616,0
INV503167,22384,LUNCH BAG PINK POLKADOT,7,2011-12-06 10:56,2.2,C12753,United Kingdom,bags,winter,1.65,2.28,5,0.274,1.373,1.476,8,0.759,1,11.2,4.1,4,4,0,0,0,0.4728,1.2821,1
INV503168,21174,CABINET WITH FAIRY DOORS,4,2011-03-08 09:42,11.14,C13275,United Kingdom,home_decor,spring,9.95,10.85,0,1.115,3.952,0.671,6,0.313,0,1.9,0.5,3,16,1,0,0,0.1813,3.1065,1
INV503169,22384,LUNCH BAG PINK POLKADOT,2,2011-02-04 14:45,1.75,C14982,United Kingdom,bags,winter,1.65,2.15,2,0.472,1.777,0.596,7,0.302,0,2.4,0.6,4,11,1,0,0,0.3923,2.7614,0
INV503170,20727,LUNCH BAG BLACK SKULL,27,2010-07-23 11:01,1.7,C13068,United Kingdom,bags,summer,1.65,1.93,3,0.192,0.996,0.878,1,0.44,0,5.6,2.2,2,30,1,0,0,0.3369,2.1404,0
INV503171,22960,JAM MAKING SET WITH JARS,3,2011-03-21 13:36,5.21,C15745,United Kingdom,kitchen,spring,4.25,4.49,5,1.049,4.52,0.879,5,0.242,0,12.4,0.4,7,8,1,1,0,0.4433,1.7065,0
INV503172,20725,LUNCH BAG RED RETROSPOT,2,2011-09-30 10:28,1.94,C12842,United Kingdom,bags,autumn,1.65,1.69,1,0.601,3.256,1.063,7,0.2,0,4.6,1.2,2,2,0,0,1,0.4386,2.0934,0
INV503173,21928,JUMBO STORAGE BAG SUKI,6,2011-10-22 14:44,3.08,C15514,United Kingdom,bags,autumn,2.08,3.18,2,0.306,0.968,0.896,8,0.47,1,11.0,1.8,2,9,1,0,0,0.3891,2.4458,0
INV503174,22457,NATURAL SLATE HEART CHALKBOARD,34,2010-08-31 10:21,1.18,C15906,United Kingdom,home_decor,summer,1.06,1.33,2,0.3,1.479,1.135,3,0.334,0,14.8,4.5,1,17,1,0,0,0.4008,2.338,0
INV503175,20725,LUNCH BAG RED RETROSPOT,1,2010-12-07 13:21,2.46,C12915,United Kingdom,bags,winter,1.65,2.66,5,0.304,1.114,1.551,4,0.369,0,8.3,1.7,7,3,0,0,1,0.5556,1.2724,0
INV503176,85099B,JUMBO BAG RED RETROSPOT,16,2010-05-04 12:53,1.99,C17178,United Kingdom,bags,spring,2.08,1.97,2,0.508,1.824,0.698,8,0.122,1,21.2,1.3,4,11,1,0,1,0.4725,1.5777,0
INV503177,22632,HAND WARMER RED POLKA DOT,31,2011-07-13 10:04,2.33,C18266,United Kingdom,clothing,summer,1.85,2.15,3,0.531,1.852,1.11,4,0.808,0,6.0,1.8,1,14,1,0,0,0.5477,1.9207,0
INV503178,23298,SPOTTY BUNTING,2,2011-09-10 13:56,5.97,C16069,Netherlands,seasonal,autumn,4.95,6.14,4,1.085,3.214,0.944,2,0.499,1,9.6,1.8,4,13,0,0,1,0.5564,1.5166,1
INV503179,21212,PACK OF 72 RETROSPOT CAKE CASES,2,2010-01-01 16:25,2.0,C12758,France,kitchen,winter,2.1,1.93,4,0.552,2.592,0.889,7,0.479,1,3.1,0.5,1,24,1,0,0,0.3647,2.882,0
INV503180,22086,PAPER CHAIN KIT 50S CHRISTMAS,7,2011-07-22 12:04,3.81,C15272,United Kingdom,seasonal,summer,2.95,3.58,0,0.723,1.851,0.912,1,0.343,0,4.3,0.7,1,21,1,0,0,0.4469,2.8001,0
INV503181,22197,POPCORN HOLDER,6,2010-04-05 10:58,0.87,C12737,United Kingdom,kitchen,spring,0.85,0.88,1,0.221,0.973,0.834,3,0.224,1,2.8,0.4,3,11,0,1,0,0.3397,2.4494,1
INV503182,22632,HAND WARMER RED POLKA DOT,9,2011-08-09 12:22,2.42,C13268,United Kingdom,clothing,summer,1.85,2.23,4,0.468,1.717,0.961,5,0.325,0,4.9,0.4,2,11,1,0,0,0.4742,2.5011,0
INV503183,22086,PAPER CHAIN KIT 50S CHRISTMAS,5,2011-11-03 11:02,5.09,C14697,United Kingdom,seasonal,autumn,2.95,4.13,5,0.531,1.566,1.857,8,0.234,0,6.1,0.5,2,17,0,1,0,0.5566,1.6137,0
INV503184,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,5,2010-07-02 09:26,1.99,C17053,United Kingdom,kitchen,summer,2.1,1.99,0,0.312,1.452,0.706,2,0.387,1,20.3,0.9,4,5,1,0,0,0.3292,1.795,0
INV503185,22457,NATURAL SLATE HEART CHALKBOARD,20,2010-08-28 16:18,1.18,C16893,United Kingdom,home_decor,summer,1.06,1.11,1,0.316,1.181,0.968,3,0.407,0,6.6,3.8,6,11,0,1,0,0.4202,2.185,0
INV503186,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5,2010-05-18 11:25,3.64,C15359,United Kingdom,clothing,spring,3.39,3.72,0,0.561,2.999,1.119,4,0.39,1,1.7,0.5,3,12,0,0,0,0.2459,2.7702,1
INV503187,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2010-08-05 10:51,3.73,C15766,United Kingdom,clothing,summer,3.39,4.47,1,1.031,4.796,0.789,3,0.489,0,14.8,1.9,6,9,1,0,1,0.444,1.4239,0
